drug,receptor_block,seed,pose_rank,vina_score_kcal_mol,rmsd_lb,rmsd_ub,source_file,line_number,record_index,record_status,raw_record,source_pdbqt
triazolam,alpha1,2026091901,6,-7.463,4.453,7.26,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -7.463      4.453      7.260,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt
triazolam,alpha1,2026091901,7,-7.31,3.695,6.602,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -7.310      3.695      6.602,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt
triazolam,alpha1,2026091901,8,-7.303,4.002,5.981,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -7.303      4.002      5.981,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt
triazolam,alpha1,2026091901,9,-7.262,2.755,4.735,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -7.262      2.755      4.735,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091901/poses.pdbqt
triazolam,alpha1,2026091902,1,-10.873,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.873      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091902,2,-10.161,0.878,1.058,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,41,2,valid,REMARK VINA RESULT:   -10.161      0.878      1.058,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091902,3,-8.726,2.525,6.421,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -8.726      2.525      6.421,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091902,4,-7.829,4.428,7.334,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -7.829      4.428      7.334,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091902,5,-7.286,3.71,7.172,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -7.286      3.710      7.172,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091902,6,-7.273,3.68,6.6,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -7.273      3.680      6.600,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091902,7,-7.235,2.666,5.823,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -7.235      2.666      5.823,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091902,8,-6.941,3.854,6.882,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -6.941      3.854      6.882,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091902/poses.pdbqt
triazolam,alpha1,2026091903,1,-10.889,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.889      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091903,2,-8.754,2.267,5.227,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,41,2,valid,REMARK VINA RESULT:    -8.754      2.267      5.227,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091903,3,-8.723,2.509,6.401,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -8.723      2.509      6.401,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091903,4,-8.633,1.813,2.322,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -8.633      1.813      2.322,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091903,5,-7.822,4.466,7.353,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -7.822      4.466      7.353,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091903,6,-7.703,4.421,7.156,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -7.703      4.421      7.156,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091903,7,-7.324,3.689,6.475,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -7.324      3.689      6.475,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091903,8,-7.279,3.761,7.219,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -7.279      3.761      7.219,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091903/poses.pdbqt
triazolam,alpha1,2026091904,1,-10.871,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.871      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091904,2,-8.755,2.271,5.223,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,41,2,valid,REMARK VINA RESULT:    -8.755      2.271      5.223,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091904,3,-8.283,1.933,2.555,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -8.283      1.933      2.555,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091904,4,-7.852,4.449,7.345,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -7.852      4.449      7.345,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091904,5,-7.573,4.366,7.17,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -7.573      4.366      7.170,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091904,6,-7.406,2.794,4.683,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -7.406      2.794      4.683,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091904,7,-7.334,3.671,6.577,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -7.334      3.671      6.577,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091904,8,-7.263,4.016,5.999,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -7.263      4.016      5.999,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091904,9,-7.191,3.846,5.724,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -7.191      3.846      5.724,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091904/poses.pdbqt
triazolam,alpha1,2026091905,1,-10.887,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.887      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt
triazolam,alpha1,2026091905,2,-7.836,4.444,7.353,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt,41,2,valid,REMARK VINA RESULT:    -7.836      4.444      7.353,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt
triazolam,alpha1,2026091905,3,-7.706,4.417,7.194,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -7.706      4.417      7.194,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt
triazolam,alpha1,2026091905,4,-7.408,2.791,4.682,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -7.408      2.791      4.682,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt
triazolam,alpha1,2026091905,5,-7.284,3.799,6.647,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -7.284      3.799      6.647,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt
triazolam,alpha1,2026091905,6,-7.177,3.846,7.229,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -7.177      3.846      7.229,raw/archives/triazolam.tar.gz::triazolam/alpha1/2026091905/poses.pdbqt
triazolam,alpha2,2026091901,1,-6.901,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.901      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091901,2,-6.786,2.963,6.08,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,41,2,valid,REMARK VINA RESULT:    -6.786      2.963      6.080,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091901,3,-6.719,2.687,6.254,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -6.719      2.687      6.254,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091901,4,-6.684,2.565,5.387,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -6.684      2.565      5.387,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091901,5,-6.505,2.916,5.094,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -6.505      2.916      5.094,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091901,6,-6.461,3.166,4.257,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -6.461      3.166      4.257,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091901,7,-6.224,1.687,1.984,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -6.224      1.687      1.984,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091901,8,-6.223,3.101,4.78,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -6.223      3.101      4.780,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091901,9,-6.11,2.816,5.475,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -6.110      2.816      5.475,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091901/poses.pdbqt
triazolam,alpha2,2026091902,1,-6.817,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.817      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091902,2,-6.774,2.68,6.248,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,41,2,valid,REMARK VINA RESULT:    -6.774      2.680      6.248,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091902,3,-6.758,2.963,6.04,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -6.758      2.963      6.040,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091902,4,-6.671,2.976,4.687,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -6.671      2.976      4.687,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091902,5,-6.478,2.856,4.811,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -6.478      2.856      4.811,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091902,6,-6.307,2.881,5.839,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -6.307      2.881      5.839,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091902,7,-6.263,3.177,4.877,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -6.263      3.177      4.877,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091902,8,-6.237,2.824,5.847,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -6.237      2.824      5.847,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091902,9,-6.197,2.997,6.129,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -6.197      2.997      6.129,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091902/poses.pdbqt
triazolam,alpha2,2026091903,1,-6.82,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.820      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091903,2,-6.75,2.954,6.039,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,41,2,valid,REMARK VINA RESULT:    -6.750      2.954      6.039,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091903,3,-6.75,2.681,6.251,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -6.750      2.681      6.251,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091903,4,-6.671,2.639,5.363,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -6.671      2.639      5.363,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091903,5,-6.479,3.14,4.141,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -6.479      3.140      4.141,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091903,6,-6.329,3.224,5.373,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -6.329      3.224      5.373,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091903,7,-6.264,3.176,4.852,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -6.264      3.176      4.852,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091903,8,-6.207,1.664,1.987,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -6.207      1.664      1.987,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091903,9,-6.149,2.467,5.387,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -6.149      2.467      5.387,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091903/poses.pdbqt
triazolam,alpha2,2026091904,1,-6.87,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.870      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091904,2,-6.761,2.976,6.108,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,41,2,valid,REMARK VINA RESULT:    -6.761      2.976      6.108,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091904,3,-6.659,2.569,5.382,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -6.659      2.569      5.382,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091904,4,-6.279,3.072,4.753,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -6.279      3.072      4.753,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091904,5,-6.174,2.53,5.395,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -6.174      2.530      5.395,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091904,6,-6.123,2.035,5.223,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -6.123      2.035      5.223,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091904,7,-5.84,3.597,4.484,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -5.840      3.597      4.484,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091904,8,-5.785,2.999,5.901,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -5.785      2.999      5.901,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091904,9,-5.665,3.878,7.161,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -5.665      3.878      7.161,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091904/poses.pdbqt
triazolam,alpha2,2026091905,1,-6.806,0.0,0.0,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.806      0.000      0.000,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
triazolam,alpha2,2026091905,2,-6.778,2.844,4.649,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,41,2,valid,REMARK VINA RESULT:    -6.778      2.844      4.649,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
triazolam,alpha2,2026091905,3,-6.757,2.981,6.056,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -6.757      2.981      6.056,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
triazolam,alpha2,2026091905,4,-6.664,2.64,5.372,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -6.664      2.640      5.372,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
triazolam,alpha2,2026091905,5,-6.428,3.201,4.238,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -6.428      3.201      4.238,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
triazolam,alpha2,2026091905,6,-6.38,3.356,6.136,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -6.380      3.356      6.136,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
triazolam,alpha2,2026091905,7,-6.283,3.191,4.896,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -6.283      3.191      4.896,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
triazolam,alpha2,2026091905,8,-6.133,2.468,5.404,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -6.133      2.468      5.404,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
triazolam,alpha2,2026091905,9,-6.093,2.066,5.212,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -6.093      2.066      5.212,raw/archives/triazolam.tar.gz::triazolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha1,2026091901,1,-10.262,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.262      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091901,2,-8.921,1.529,1.973,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -8.921      1.529      1.973,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091901,3,-8.78,3.049,5.254,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -8.780      3.049      5.254,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091901,4,-8.462,3.029,4.616,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -8.462      3.029      4.616,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091901,5,-7.824,3.646,5.234,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -7.824      3.646      5.234,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091901,6,-7.613,5.238,7.627,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -7.613      5.238      7.627,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091901,7,-7.515,5.133,7.502,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -7.515      5.133      7.502,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091901,8,-7.306,4.458,6.076,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -7.306      4.458      6.076,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091901,9,-7.07,4.916,7.424,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -7.070      4.916      7.424,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091901/poses.pdbqt
brotizolam,alpha1,2026091902,1,-10.206,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.206      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
brotizolam,alpha1,2026091902,2,-8.613,3.526,6.522,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -8.613      3.526      6.522,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
brotizolam,alpha1,2026091902,3,-8.396,3.028,4.624,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -8.396      3.028      4.624,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
brotizolam,alpha1,2026091902,4,-7.611,3.69,5.964,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -7.611      3.690      5.964,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
brotizolam,alpha1,2026091902,5,-7.593,5.209,7.604,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -7.593      5.209      7.604,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
brotizolam,alpha1,2026091902,6,-7.365,2.227,3.046,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -7.365      2.227      3.046,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
